serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
146,hl4,19,01_312,2,7/5/05,10:34,Walking,12,0,0,280,Move closer to water,,Vigilant,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
147,hl4,19,01_314,3,7/5/05,10:34,Walking,12,0,0,280,Move closer to water,,Vigilant,Pull,3,3,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
148,hl4,19,04_155,4,7/5/05,10:34,Walking,12,0,0,280,Move closer to water,,,Pull,4,4,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
149,hl4,20,01_313,1,7/5/05,10:34,Walking,12,0,0,280,Drink,,Drinking,Pull,1,1,Yes,1,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
150,hl4,20,01_312,2,7/5/05,10:34,Walking,12,0,0,280,Drink,,Drinking,Pull,2,2,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
151,hl4,20,01_314,3,7/5/05,10:34,Walking,12,0,0,280,Drink,,Drinking,Pull,3,3,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
152,hl4,20,04_155,4,7/5/05,10:34,Walking,12,0,0,280,Drink,,Drinking,Pull,4,4,,1,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
153,hl4,21,04_155,1,7/5/05,10:37,Stopping drinking,0,0,0,0,,,,,0,0,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Non-Movement,Non-Movement,2.07,F
154,hl4,21,01_312,2,7/5/05,10:37,Stopping drinking,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Non-Movement,Non-Movement,2.07,F
155,hl4,22,01_313,1,7/5/05,10:37,Stopping drinking,0,0,0,0,,,,,0,0,Partial,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Non-Movement,Non-Movement,2.07,M
156,hl4,22,01_312,2,7/5/05,10:37,Stopping drinking,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Non-Movement,Non-Movement,2.07,F
157,hl4,22,01_314,3,7/5/05,10:37,Stopping drinking,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Non-Movement,Non-Movement,2.07,F
158,hl4,23,01_314,1,7/5/05,10:38,Walking,0,0,0,0,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
159,hl4,23,01_312,2,7/5/05,10:38,Walking,0,0,0,0,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
160,hl4,23,04_155,3,7/5/05,10:38,Walking,0,0,10,0,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
161,hl4,24,01_312,1,7/5/05,10:39,Walking,0,6,0,0,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
162,hl4,24,04_155,2,7/5/05,10:39,Walking,0,6,30,0,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
163,hl4,25,01_314,1,7/5/05,10:40,Walking,9,6,0,225,,,Vigilant,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
164,hl4,25,01_312,2,7/5/05,10:40,Walking,9,6,0,225,,,Grazing,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
165,hl4,25,04_155,3,7/5/05,10:40,Walking,9,6,0,225,,,Standing,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
166,hl4,25,01_313,4,7/5/05,10:41,Walking,9,12,0,225,,,,Pull,4,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
167,hl4,26,04_155,1,7/5/05,10:42,Walking,10,5,0,225,,,Standing,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
168,hl4,27,04_155,1,7/5/05,10:43,Walking,10,5,0,225,,,,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
169,hl4,28,04_155,1,7/5/05,10:43,Walking,10,10,0,225,,,Standing,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
170,hl4,29,01_314,1,7/5/05,10:44,Walking,7,15,0,225,,,Socializing,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
171,hl4,29,01_312,2,7/5/05,10:44,Walking,7,15,0,225,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
172,hl4,29,04_155,3,7/5/05,10:44,Walking,7,0,0,225,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
173,hl4,29,01_313,4,7/5/05,10:45,Walking,7,0,0,225,,,,Pull,4,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
174,hl4,30,01_314,1,7/5/05,10:49,Walking,8,500,0,225,,,,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
175,hl4,30,01_312,2,7/5/05,10:49,Walking,8,500,0,225,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
176,hl4,30,01_313,3,7/5/05,10:49,Walking,8,500,0,225,,,,Pull,3,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
177,hl4,30,04_155,4,7/5/05,10:49,Walking,8,500,0,225,,,,Pull,4,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
178,hl4,31,01_312,1,7/5/05,11:04,Walking,12,5,0,110,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
179,hl4,31,01_314,2,7/5/05,11:04,Walking,12,6,30,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
180,hl4,31,04_155,3,7/5/05,11:05,Walking,12,5,0,110,,,Standing,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
181,hl4,32,01_312,1,7/5/05,11:07,Walking,12,10,0,110,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
182,hl4,32,01_314,2,7/5/05,11:07,Walking,12,10,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
183,hl4,32,04_155,3,7/5/05,11:07,Walking,12,10,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
184,hl4,33,01_314,1,7/5/05,11:08,Walking,12,6,0,110,,,,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
185,hl4,33,04_155,2,7/5/05,11:08,Walking,12,6,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
186,hl4,33,01_312,3,7/5/05,11:08,Walking,12,6,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
187,hl4,33,01_313,4,7/5/05,11:08,Walking,12,0,50,110,Move closer to his females,,Socializing,Pull,4,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
188,hl4,34,01_312,1,7/5/05,11:15,Walking,12,5,0,110,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
189,hl4,34,01_314,2,7/5/05,11:15,Walking,12,5,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
190,hl4,34,04_155,3,7/5/05,11:15,Walking,12,5,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
191,hl4,35,01_312,1,7/5/05,11:16,Walking,12,10,0,110,,,,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
192,hl4,35,01_314,2,7/5/05,11:16,Walking,12,10,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
193,hl4,35,04_155,3,7/5/05,11:16,Walking,12,10,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
194,hl4,35,01_313,4,7/5/05,11:16,Walking,12,10,10,110,,,,Pull,4,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
195,hl4,36,01_312,1,7/5/05,11:18,Walking,12,0,0,110,,,,Pull,1,1,Yes,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
196,hl4,36,01_314,2,7/5/05,11:18,Walking,12,0,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
197,hl4,36,04_155,3,7/5/05,11:18,Walking,12,0,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
198,hl4,36,01_313,4,7/5/05,11:18,Walking,12,0,0,110,,,,Pull,4,4,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
199,hl4,37,01_312,1,7/5/05,11:20,Walking,12,5,0,110,,,Grazing,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
200,hl4,38,04_155,1,7/5/05,11:22,Walking,12,5,0,110,Move closer to 01_312,,Standing,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
201,hl4,39,01_312,0,7/5/05,11:24,Walking,11,15,0,110,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
202,hl4,39,01_314,0,7/5/05,11:24,Walking,11,0,0,110,Move closer to the other females,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
203,hl4,39,04_155,0,7/5/05,11:24,Walking,11,15,0,110,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
204,hl4,40,01_312,1,7/5/05,11:25,Walking,12,50,0,110,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
205,hl4,40,04_155,2,7/5/05,11:25,Walking,12,50,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
206,hl4,40,01_314,3,7/5/05,11:25,Walking,12,50,0,110,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
207,hl4,41,01_314,1,7/5/05,11:26,Stopping,0,0,0,0,,,,,0,0,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Stopping,Non-Movement,2.07,F
208,hl4,41,01_312,2,7/5/05,11:26,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Stopping,Non-Movement,2.07,F
209,hl4,41,04_155,3,7/5/05,11:26,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Stopping,Non-Movement,2.07,F
210,hl4,42,01_313,0,7/5/05,11:26,Walking,12,40,0,110,Move closer to his females,,,,1,1,,2,Adult,Stallion,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,M
211,hl4,43,01_312,1,7/5/05,11:26,Walking,12,0,0,110,,,Standing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
212,hl4,43,01_314,2,7/5/05,11:27,Walking,12,0,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
213,hl4,43,04_155,3,7/5/05,11:27,Walking,12,0,0,110,,,Standing,Pull,3,3,,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
214,hl4,44,04_155,1,7/5/05,11:27,Walking,12,5,0,110,,,,Pull,1,1,No,2,Adult,Non-lactating,less hk,BG,OG,274390,2574,4,Movement,Movement,2.07,F
215,hl4,45,01_314,1,7/5/05,11:28,Walking,12,5,0,110,Enter Bush,,Grazing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
216,hl4,45,04_155,2,7/5/05,11:28,Walking,12,0,0,110,Enter Bush,,,Pull,2,2,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
217,hl4,45,01_312,3,7/5/05,11:29,Walking,12,3,0,110,Enter Bush,,,Pull,3,3,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
218,hl4,46,01_313,1,7/5/05,11:29,Walking,12,0,0,110,,,,Pull,1,1,Partial,2,Adult,Stallion,less hk,,LB,274317,2932,4,Movement,Movement,2.07,M
219,hl4,46,01_314,2,7/5/05,11:29,Walking,12,0,0,110,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
220,hl4,47,01_312,1,7/5/05,11:35,Walking,12,20,0,110,,,Standing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
221,hl4,47,04_155,2,7/5/05,11:36,Walking,12,15,0,110,,,Grooming,Pull,2,2,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
222,hl4,47,01_314,3,7/5/05,11:36,Walking,12,10,0,110,,,Grazing,Pull,3,3,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
223,hl4,48,01_313,1,7/5/05,11:40,Walking,12,8,0,110,,,,Pull,2,2,Partial,2,Adult,Stallion,less hk,,LB,274317,2932,4,Movement,Movement,2.07,M
224,hl4,48,01_314,2,7/5/05,11:40,Walking,12,20,5,110,,,,Pull,1,1,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Movement,Movement,2.07,F
225,hl4,49,01_313,1,7/5/05,11:41,Stopping,0,0,0,0,,,,,0,0,Partial,2,Adult,Stallion,less hk,,LB,274317,2932,4,Stopping,Non-Movement,2.07,M
226,hl4,49,01_314,2,7/5/05,11:41,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,,LB,274317,2932,4,Stopping,Non-Movement,2.07,F
227,hl4,50,01_313,1,7/5/05,11:42,Walking,0,15,0,110,,,,Pull,1,1,No,2,Adult,Stallion,less hk,,LB,274317,2932,4,Movement,Movement,2.07,M
228,hl5,1,01_303,1,5/24/05,7:18,Walking,0,40,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
229,hl5,1,01_305,2,5/24/05,7:18,Walking,0,40,0,0,,,,Pull,2,2,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
230,hl5,1,05_020,3,5/24/05,7:18,Walking,0,40,0,0,,,,Pull,3,3,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
231,hl5,1,01_363,4,5/24/05,7:18,Walking,0,40,0,0,,,,Pull,4,4,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
232,hl5,1,harem 5,5,5/24/05,7:18,Walking,0,0,0,0,,,,Pull,5,5,,0,,,less hk,BG,,271682,5143,5,Movement,Movement,2.68,F
233,hl5,2,01_303,1,5/24/05,7:27,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
234,hl5,2,01_305,2,5/24/05,7:27,Walking,0,0,25,0,,,,Pull,2,2,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
235,hl5,2,05_020,3,5/24/05,7:27,Walking,0,0,25,0,,,,Pull,3,3,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
236,hl5,2,01_363,4,5/24/05,7:27,Walking,0,0,25,0,,,,Pull,4,4,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
237,hl5,2,harem 5,5,5/24/05,7:27,Walking,0,0,25,0,,,,Pull,5,5,,0,,,less hk,BG,,271682,5143,5,Movement,Movement,2.68,F
238,hl5,2,harem 3,6,5/24/05,7:27,Walking,0,0,0,0,,,,Pull,6,6,,0,,,less hk,BG,,271682,5143,5,Movement,Movement,2.68,F
239,hl5,2,harem 2,7,5/24/05,7:27,Walking,0,0,0,0,,,,Pull,7,7,,0,,,less hk,BG,,271682,5143,5,Movement,Movement,2.68,F
240,hl5,3,01_363,1,5/24/05,7:31,Walking,0,220,0,0,Drinking,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
241,hl5,3,01_303,2,5/24/05,7:31,Walking,0,220,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
242,hl5,3,05_020,3,5/24/05,7:31,Walking,0,220,0,0,,,,Pull,3,3,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
243,hl5,3,01_305,4,5/24/05,7:31,Walking,0,220,0,0,,,,Pull,4,4,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
244,hl5,3,harem 5,5,5/24/05,7:31,Walking,0,220,0,0,,,,Pull,5,5,,0,,,less hk,BG,,271682,5143,5,Movement,Movement,2.68,F
245,hl5,4,01_363,1,5/24/05,7:42,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
246,hl5,4,01_303,2,5/24/05,7:42,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
247,hl5,4,01_305,3,5/24/05,7:42,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
248,hl5,4,05_020,4,5/24/05,7:42,Walking,0,0,0,0,,,,Pull,4,4,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
249,hl5,5,01_305,1,5/24/05,7:43,Walking,0,0,0,0,,,Grooming,Pull,1,1,Partial,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
250,hl5,5,05_020,2,5/24/05,7:43,Walking,0,0,0,0,,,,Pull,2,2,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
251,hl5,6,01_363,1,5/24/05,7:44,Stopping,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,M
252,hl5,6,01_303,2,5/24/05,7:44,Stopping,0,0,0,0,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
253,hl5,6,01_305,3,5/24/05,7:44,Stopping,0,0,60,0,,,,Pull,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
254,hl5,6,05_020,4,5/24/05,7:44,Stopping,0,0,60,0,,,,Pull,4,4,,0,infant 0-3,,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
255,hl5,7,01_363,1,5/24/05,7:45,Walking,0,0,0,0,,,,Pull,1,1,No,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
256,hl5,8,01_303,1,5/24/05,7:51,Walking,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
257,hl5,8,01_363,2,5/24/05,7:51,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
258,hl5,8,01_305,3,5/24/05,7:51,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
259,hl5,8,05_020,4,5/24/05,7:51,Walking,0,0,0,0,,,,Pull,4,4,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
260,hl5,9,01_303,1,5/24/05,7:52,Stopping,0,0,0,0,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
261,hl5,9,01_363,2,5/24/05,7:52,Stopping,0,0,5,0,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,M
262,hl5,9,01_305,3,5/24/05,7:52,Stopping,0,0,5,0,,,Grazing,Pull,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
263,hl5,9,05_020,4,5/24/05,7:52,Stopping,0,0,5,0,,,Grazing,Pull,5,5,,0,infant 0-3,,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
264,hl5,10,01_303,1,5/24/05,7:53,Walking,0,20,0,0,,,Grazing,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
265,hl5,10,01_363,2,5/24/05,7:53,Walking,0,20,0,0,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
266,hl5,10,01_305,3,5/24/05,7:53,Walking,0,20,0,0,,,Grazing,Pull,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
267,hl5,10,05_020,4,5/24/05,7:53,Walking,0,20,0,0,,,Grazing,Pull,4,4,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
268,hl5,11,01_363,1,5/24/05,8:43,Walking,0,20,0,0,move closer to harem 2,,Grazing,Pull,1,1,Partial,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
269,hl5,11,05_020,2,5/24/05,8:43,Walking,0,20,0,0,,,,,2,2,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
270,hl5,12,01_363,1,5/24/05,8:47,Walking,0,20,0,0,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
271,hl5,12,01_305,2,5/24/05,8:47,Walking,0,0,0,0,,,,Pull,2,2,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
272,hl5,12,05_020,3,5/24/05,8:47,Walking,0,0,0,0,,,,Pull,3,3,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
273,hl5,12,01_303,4,5/24/05,8:47,Walking,0,0,0,0,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
274,hl5,13,01_305,1,5/24/05,9:05,Walking,0,20,0,0,move closer to harem 6,,,Pull,1,1,No,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
275,hl5,14,01_363,1,5/24/05,9:06,Walking,0,0,0,0,,,,Pull,1,1,No,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
276,hl5,15,01_305,1,5/24/05,9:26,Walking,0,0,0,0,Drink,,,Pull,1,1,Yes,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
277,hl5,15,05_020,2,5/24/05,9:26,Walking,0,0,0,0,,,,Pull,2,2,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
278,hl5,15,01_363,3,5/24/05,9:26,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
279,hl5,15,01_303,4,5/24/05,9:26,Walking,0,0,0,0,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
280,hl5,16,01_363,1,5/24/05,9:27,Stopping,0,0,0,0,move away from water,,,Push,4,4,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,M
281,hl5,16,01_305,2,5/24/05,9:27,Stopping,0,0,0,0,,,,Push,3,3,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
282,hl5,16,05_020,3,5/24/05,9:27,Stopping,0,0,0,0,,,,Push,2,2,,0,infant 0-3,,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
283,hl5,16,01_303,4,5/24/05,9:27,Stopping,0,0,0,0,,,,Push,1,1,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
284,hl5,17,01_305,1,5/24/05,9:28,Walking,0,0,0,0,Drink,,,Pull,1,1,Yes,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
285,hl5,17,05_020,2,5/24/05,9:28,Walking,0,0,0,0,,,,Pull,2,2,,0,infant 0-3,,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
286,hl5,17,01_303,3,5/24/05,9:28,Walking,0,0,0,0,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
287,hl5,17,01_363,4,5/24/05,9:28,Walking,0,0,0,0,,,,Pull,4,4,,0,Adult,Stallion,less hk,BG,,271682,5143,4,Movement,Movement,2.68,M
288,hl5,18,01_363,1,5/24/05,9:29,Stopping,0,0,0,0,move away from water,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,M
289,hl5,18,01_305,2,5/24/05,9:29,Stopping,0,0,0,0,,,,Pull,2,2,,0,Adult,Lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
290,hl5,18,05_020,3,5/24/05,9:29,Stopping,0,0,0,0,,,,Pull,3,3,,0,infant 0-3,,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
291,hl5,18,01_303,4,5/24/05,9:29,Stopping,0,0,0,0,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,BG,,271682,5143,4,Stopping,Non-Movement,2.68,F
292,hl5,19,01_305,1,5/24/05,9:31,Galloping,0,0,0,0,Drink,,,Pull,1,1,Yes,0,Adult,Lactating,less hk,BG,,271682,5143,4,Movement,Movement,2.68,F
