serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
2166,hl29,123,01_106,2,8/6/05,10:42,Walking,0,0,0,60,,,,Pull,2,1,,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2167,hl29,124,02_988,1,8/6/05,10:43,Stopping,0,0,0,60,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Stopping,Non-Movement,3.27,F
2168,hl29,125,01_045,1,8/6/05,10:43,Walking,1,0,0,60,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2169,hl29,125,02_988,2,8/6/05,10:43,Walking,1,0,0,60,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2170,hl29,125,01_106,3,8/6/05,10:43,Walking,1,0,0,60,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2171,hl29,125,01_629,4,8/6/05,10:43,Walking,1,0,0,60,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,LB,0,0,4,Movement,Movement,3.27,M
2172,hl29,126,01_045,1,8/6/05,10:43,Walking,9,0,0,60,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2173,hl29,127,01_106,1,8/6/05,10:43,Walking,9,0,0,60,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2174,hl29,127,01_629,2,8/6/05,10:43,Walking,9,0,0,60,,,,Pull,2,3,,0,Adult,Stallion,less hk,G,LB,0,0,4,Movement,Movement,3.27,M
2175,hl29,127,02_988,3,8/6/05,10:43,Walking,9,0,0,60,,,,Pull,3,2,,0,Adult,Non-lactating,less hk,G,LB,0,0,4,Movement,Movement,3.27,F
2176,hl29,128,01_629,1,8/6/05,10:54,Walking,10,0,0,60,,quagga is heard,,Push,4,4,Yes,5,Adult,Stallion,less hk,G,MB,0,0,4,Movement,Movement,3.27,M
2177,hl29,128,01_106,2,8/6/05,10:54,Walking,10,0,0,60,,,,Push,3,1,,0,Adult,Non-lactating,less hk,G,MB,0,0,4,Movement,Movement,3.27,F
2178,hl29,128,01_045,3,8/6/05,10:54,Walking,10,0,0,60,,,,Push,2,2,,0,Adult,Non-lactating,less hk,G,MB,0,0,4,Movement,Movement,3.27,F
2179,hl29,128,02_988,4,8/6/05,10:54,Walking,10,0,0,60,,,,Push,1,1,,0,Adult,Non-lactating,less hk,G,MB,0,0,4,Movement,Movement,3.27,F
2180,hl29,128,other harem,5,8/6/05,10:54,Walking,10,0,0,60,,,,Pull,5,5,,0,,,less hk,G,MB,0,0,4,Movement,Movement,3.27,F
2181,hl29,129,01_629,1,8/6/05,11:14,Walking,11,10,0,90,,,,Pull,1,3,Yes,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2182,hl29,129,01_106,2,8/6/05,11:14,Walking,12,15,0,90,,,,Pull,2,1,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2183,hl29,129,01_045,3,8/6/05,11:14,Walking,12,15,0,90,,,,Pull,3,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2184,hl29,129,02_988,4,8/6/05,11:14,Walking,12,15,0,90,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2185,hl29,130,01_106,1,8/6/05,11:14,Walking,8,10,0,90,Drink,trough is empty; they know this,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2186,hl29,130,01_045,2,8/6/05,11:14,Walking,8,10,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2187,hl29,130,01_629,3,8/6/05,11:14,Walking,8,10,0,90,,,,Pull,3,3,,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2188,hl29,130,02_988,4,8/6/05,11:14,Walking,8,10,0,90,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2189,hl29,131,02_988,1,8/6/05,11:17,Walking,12,2,0,90,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2190,hl29,131,01_106,2,8/6/05,11:17,Walking,12,2,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2191,hl29,131,01_629,3,8/6/05,11:17,Walking,12,2,0,90,,,,Pull,3,3,,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2192,hl29,131,01_045,4,8/6/05,11:17,Walking,1,2,0,90,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2193,hl29,132,02_988,1,8/6/05,11:18,Walking,3,0,0,90,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2194,hl29,132,01_106,2,8/6/05,11:18,Walking,3,0,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2195,hl29,132,01_045,3,8/6/05,11:18,Walking,3,0,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2196,hl29,132,01_629,4,8/6/05,11:18,Walking,3,0,0,90,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2197,hl29,133,01_629,1,8/6/05,11:18,Walking,9,10,0,90,,,Staring,Push,3,3,Yes,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2198,hl29,133,01_106,2,8/6/05,11:18,Walking,9,10,0,90,,,Staring,Push,2,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2199,hl29,133,01_045,3,8/6/05,11:18,Walking,9,10,0,90,,,Staring,Push,1,1,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2200,hl29,134,01_045,1,8/6/05,11:20,Walking,8,10,0,90,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2201,hl29,134,01_106,1,8/6/05,11:20,Walking,8,10,0,90,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2202,hl29,134,02_988,1,8/6/05,11:20,Walking,8,10,0,90,,stop in front of trough,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2203,hl29,134,01_629,2,8/6/05,11:20,Walking,8,20,0,90,,,,Pull,2,2,,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2204,hl29,135,02_988,1,8/6/05,11:21,Walking,9,10,0,90,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2205,hl29,136,01_106,1,8/6/05,11:22,Walking,8,15,0,90,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2206,hl29,136,02_988,2,8/6/05,11:22,Walking,8,15,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2207,hl29,136,01_045,3,8/6/05,11:22,Walking,8,15,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Movement,Movement,3.27,F
2208,hl29,136,01_629,4,8/6/05,11:22,Walking,8,15,0,90,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,TB,0,0,4,Movement,Movement,3.27,M
2209,hl29,137,01_106,1,8/6/05,11:22,Stopping,0,0,0,90,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,G,TB,0,0,4,Stopping,Non-Movement,3.27,F
2210,hl29,138,01_045,1,8/6/05,11:24,Walking,12,0,0,90,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2211,hl29,138,01_106,2,8/6/05,11:24,Walking,12,0,0,90,move away from other harem,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2212,hl29,138,02_988,3,8/6/05,11:24,Walking,12,0,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2213,hl29,138,01_629,4,8/6/05,11:24,Walking,12,0,0,90,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2214,hl29,139,01_106,1,8/6/05,11:27,Walking,1,0,0,90,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2215,hl29,139,01_045,2,8/6/05,11:27,Walking,1,0,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2216,hl29,139,02_988,3,8/6/05,11:27,Walking,1,0,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2217,hl29,140,01_629,1,8/6/05,11:27,Walking,11,0,0,90,,,,Push,4,4,Yes,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2218,hl29,140,02_988,2,8/6/05,11:27,Walking,11,0,0,90,,,,Push,3,1,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2219,hl29,140,01_106,3,8/6/05,11:27,Walking,11,0,0,90,,,,Push,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2220,hl29,140,01_045,4,8/6/05,11:27,Walking,11,0,0,90,,,,Push,1,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2221,hl29,141,01_045,1,8/6/05,11:30,Walking,0,0,0,70,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2222,hl29,141,01_106,2,8/6/05,11:30,Walking,0,0,0,70,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2223,hl29,141,02_988,3,8/6/05,11:30,Walking,0,0,0,70,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2224,hl29,141,01_629,4,8/6/05,11:30,Walking,0,0,0,70,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2225,hl29,142,01_629,1,8/6/05,11:30,Stopping,0,0,0,70,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,G,OG,0,0,4,Stopping,Non-Movement,3.27,M
2226,hl29,142,01_045,2,8/6/05,11:30,Stopping,0,0,0,70,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Stopping,Non-Movement,3.27,F
2227,hl29,142,01_106,3,8/6/05,11:30,Stopping,0,0,0,70,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Stopping,Non-Movement,3.27,F
2228,hl29,142,02_988,4,8/6/05,11:30,Stopping,0,0,0,70,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Stopping,Non-Movement,3.27,F
2229,hl29,143,01_629,0,8/6/05,11:31,Walking,4,20,0,90,move closer to bachelor,,,,0,0,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2230,hl29,144,01_629,0,8/6/05,11:31,Walking,1,10,0,90,move closer to other harem,,,,0,0,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2231,hl29,145,01_629,1,8/6/05,11:31,Walking,11,0,0,90,move closer to females,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2232,hl29,145,01_106,2,8/6/05,11:31,Walking,9,0,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2233,hl29,145,02_988,3,8/6/05,11:31,Walking,9,0,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2234,hl29,145,01_045,4,8/6/05,11:31,Walking,9,0,0,90,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2235,hl29,146,01_045,1,8/6/05,11:33,Walking,10,0,0,90,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2236,hl29,146,01_106,2,8/6/05,11:33,Walking,10,0,0,90,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2237,hl29,146,02_988,3,8/6/05,11:33,Walking,10,0,0,90,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2238,hl29,147,01_629,1,8/6/05,11:36,Walking,9,20,0,95,,,Vigilant,Pull,1,1,No,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2239,hl29,148,01_629,0,8/6/05,11:36,Walking,4,5,0,95,move closer to bachelors,,,Pull,0,0,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2240,hl29,149,01_629,0,8/6/05,11:36,Walking,9,15,0,95,,walking with bachelors,,Pull,0,0,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2241,hl29,150,01_629,1,8/6/05,11:38,Walking,2,5,0,95,,,Fleming,Pull,1,1,No,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2242,hl29,151,01_629,1,8/6/05,11:38,Walking,2,5,0,95,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2243,hl29,152,01_629,1,8/6/05,11:40,Walking,2,0,0,95,move closer to females,,,Pull,2,2,Partial,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2244,hl29,152,01_045,2,8/6/05,11:40,Walking,2,0,0,95,,,,Pull,1,1,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2245,hl29,153,02_988,1,8/6/05,11:40,Walking,10,0,0,95,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2246,hl29,153,01_106,2,8/6/05,11:40,Walking,10,0,0,95,,,,Pull,4,3,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2247,hl29,153,01_045,3,8/6/05,11:40,Walking,10,0,0,95,,,,Pull,3,2,,0,Adult,Non-lactating,less hk,G,OG,0,0,4,Movement,Movement,3.27,F
2248,hl29,153,01_629,4,8/6/05,11:40,Walking,10,0,0,95,,,,Pull,2,4,,0,Adult,Stallion,less hk,G,OG,0,0,4,Movement,Movement,3.27,M
2249,hl29,154,01_629,1,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,M
2250,hl29,154,01_106,2,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2251,hl29,154,02_988,3,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2252,hl29,154,01_045,4,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2253,hl29,155,01_629,1,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,M
2254,hl29,155,02_988,2,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2255,hl29,155,01_106,3,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2256,hl29,155,01_045,4,8/6/05,11:43,Walking,3,0,0,70,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2257,hl29,156,02_988,1,8/6/05,11:49,Walking,7,0,0,150,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2258,hl29,156,01_045,2,8/6/05,11:49,Walking,7,0,0,150,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2259,hl29,156,01_106,3,8/6/05,11:49,Walking,7,0,0,150,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,F
2260,hl29,156,01_629,4,8/6/05,11:49,Walking,7,0,0,150,,,,Pull,4,4,,0,Adult,Stallion,less hk,G,LB,274180,5146,4,Movement,Movement,3.27,M
2261,hl30,1,02_132,1,7/24/05,16:00,Walking,9,10,0,330,,,Staring,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2262,hl30,1,01_552,2,7/24/05,16:00,Walking,9,10,0,330,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2263,hl30,2,02_1055,1,7/24/05,16:02,Walking,10,200,0,330,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2264,hl30,3,02_1055,1,7/24/05,16:02,Walking,10,0,0,330,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2265,hl30,3,02_1057,2,7/24/05,16:02,Walking,0,0,0,330,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2266,hl30,3,02_132,3,7/24/05,16:02,Walking,0,0,0,330,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2267,hl30,3,01_552,4,7/24/05,16:02,Walking,0,0,0,330,,,,Pull,4,4,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2268,hl30,4,02_1057,1,7/24/05,16:08,Walking,0,0,0,260,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2269,hl30,5,02_132,1,7/24/05,16:08,Walking,0,0,0,260,,,,Push,2,2,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2270,hl30,5,01_552,2,7/24/05,16:08,Walking,0,0,0,260,,,,Push,1,1,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2271,hl30,6,02_132,1,7/24/05,16:08,Walking,0,0,0,260,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2272,hl30,6,02_1055,2,7/24/05,16:08,Walking,0,0,0,260,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2273,hl30,6,02_1057,2,7/24/05,16:08,Walking,0,0,0,260,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2274,hl30,7,01_552,1,7/24/05,16:10,Walking,10,0,0,260,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2275,hl30,7,02_132,2,7/24/05,16:10,Walking,10,0,15,260,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2276,hl30,7,02_1055,3,7/24/05,16:10,Walking,10,0,0,260,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2277,hl30,7,02_1057,4,7/24/05,16:10,Walking,10,0,0,260,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2278,hl30,8,02_1057,1,7/24/05,16:11,Walking,10,5,0,260,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2279,hl30,9,01_552,1,7/24/05,16:11,Walking,10,0,0,260,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2280,hl30,9,02_1055,2,7/24/05,16:11,Walking,10,0,0,260,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2281,hl30,9,02_132,3,7/24/05,16:11,Walking,10,0,15,260,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2282,hl30,9,02_1057,4,7/24/05,16:11,Walking,10,0,0,260,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2283,hl30,10,02_1055,1,7/24/05,16:11,Stopping,0,0,0,260,,,Grazing,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,F
2284,hl30,10,02_1057,1,7/24/05,16:11,Stopping,0,0,0,260,,,Grazing,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,F
2285,hl30,10,02_132,1,7/24/05,16:11,Stopping,0,0,0,260,,,Grazing,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,F
2286,hl30,10,01_552,4,7/24/05,16:11,Stopping,0,0,0,260,,,Grazing,Pull,4,4,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,M
2287,hl30,11,01_552,1,7/24/05,16:11,Walking,0,0,0,260,,,Grazing,Pull,1,1,Partial,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2288,hl30,11,02_1057,2,7/24/05,16:11,Walking,9,5,2,260,,,Vigilant,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2289,hl30,12,01_552,1,7/24/05,16:14,Walking,9,2,0,260,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2290,hl30,12,02_1055,2,7/24/05,16:14,Walking,9,2,5,260,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2291,hl30,12,02_132,3,7/24/05,16:14,Walking,9,2,5,260,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2292,hl30,12,02_1057,4,7/24/05,16:14,Walking,9,2,10,260,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2293,hl30,13,02_1055,1,7/24/05,16:14,Walking,0,5,0,260,,,,Pull,1,2,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2294,hl30,13,02_132,2,7/24/05,16:14,Walking,0,5,10,260,,,,Pull,2,1,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2295,hl30,14,01_552,1,7/24/05,16:15,Walking,9,10,0,260,,,,Pull,1,1,No,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2296,hl30,15,02_1055,1,7/24/05,16:16,Walking,0,5,0,260,,,,Pull,1,3,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2297,hl30,15,01_552,2,7/24/05,16:16,Walking,0,20,0,360,,,Grazing,Pull,2,1,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2298,hl30,15,02_1057,3,7/24/05,16:16,Walking,0,0,0,360,,,,Pull,3,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2299,hl30,16,02_1055,1,7/24/05,16:24,Walking,9,10,0,275,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2300,hl30,17,02_1055,1,7/24/05,16:28,Walking,0,3,0,342,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2301,hl30,18,02_132,1,7/24/05,16:30,Walking,0,5,0,342,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2302,hl30,19,02_1055,1,7/24/05,16:35,Walking,9,0,0,300,,male socializing with other male,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2303,hl30,19,02_1057,2,7/24/05,16:35,Walking,9,0,0,300,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2304,hl30,19,02_132,3,7/24/05,16:35,Walking,9,0,0,300,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2305,hl30,20,02_1057,1,7/24/05,16:35,Stopping,0,0,0,300,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,F
2306,hl30,20,02_132,2,7/24/05,16:35,Stopping,0,0,0,300,,,defecate,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Stopping,Non-Movement,0.97,F
2307,hl30,21,02_132,1,7/24/05,16:26,Walking,0,0,0,300,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2308,hl30,21,02_1057,1,7/24/05,16:36,Walking,0,0,0,300,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2309,hl30,22,01_552,1,7/24/05,16:41,Walking,9,0,0,300,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2310,hl30,22,02_132,2,7/24/05,16:41,Walking,9,0,0,300,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2311,hl30,22,02_1057,3,7/24/05,16:41,Walking,9,0,0,300,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
